ResponseId_pre	Semester	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_ROyRZDqxPPQbOVz	Fall 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Moderately important	Very important	Very important	Very important	Not important	Moderately important	Moderately important	Not important	NA	Little	Little	Some	Some	Some	Some	Some	None	Little	Little	Some	None	Little	Little	None	Much	Some	None	Some	Some	Some	Much	Some	None	None	Agree	Neutral	Agree	NA	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Disagree	Strongly agree	Neutral	Agree	Strongly agree	Neutral	NA	Disagree	Strongly disagree	Agree	NA	NA	Strongly agree	Disagree	5	5	6	4	2	1	3	6	4	5	Female	White	I am a first-year college undergraduate.	Yes	Biology Major	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Much	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Much	Much	Much	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	Much	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Very large gain	Moderate gain	Large gain	Very large gain	Moderate gain	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Disagree	Strongly agree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_1mVP6c5CjGgpdz7	Fall 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Not important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Very important	Much	Some	Little	Much	Some	Little	Extensive	Some	Much	Much	Much	Some	Much	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Much	Little	Neutral	Agree	Strongly agree	Disagree	Disagree	Neutral	Strongly disagree	Neutral	Neutral	Strongly agree	Disagree	Disagree	Agree	Agree	Agree	Disagree	Disagree	Agree	Agree	Agree	Neutral	Disagree	5	3	6	5	1	5	6	5	5	5	Female	Other	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Little	Some	Some	Extensive	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	Little	Some	Little	Much	Much	Some	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Small gain	Strongly agree	Agree	Agree	Strongly agree	Agree	Agree	Strongly agree	Agree	Neutral	Neutral	Disagree	Neutral	Neutral	Agree	Agree	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Agree	Agree	Agree	Agree	Neutral	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology major	Definitely yes
R_11580Wp9dDwAki1	Fall 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Very important	Not important	Not important	Little	None	None	Extensive	None	None	Much	Some	Much	Much	Little	None	None	None	Much	Some	Extensive	Little	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	Agree	Neutral	Agree	NA	Disagree	Disagree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Agree	Agree	NA	Disagree	Neutral	Disagree	Agree	Agree	NA	Agree	Disagree	5	2	4	5	3	5	2	4	4	5	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	None	None	Much	Extensive	Much	Much	Much	Little	Much	Much	Much	None	Extensive	Extensive	Extensive	Much	Some	Extensive	Little	None	None	None	Little	Extensive	None	Very large gain	Large gain	Moderate gain	Large gain	N.A./Prefer not to answer	Large gain	N.A./Prefer not to answer	Small gain	Large gain	Large gain	Moderate gain	No gain or very small gain	Very large gain	Large gain	Large gain	Very large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Small gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	NA	Disagree	Neutral	Disagree	Disagree	Disagree	Strongly agree	Neutral	Neutral	Strongly agree	Disagree	Disagree	Disagree	Disagree	Agree	Neutral	Agree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	biology	Definitely yes
R_08PKcuCOdKZPdU5	Fall 2023	Agree	My goal is to go to school for other health professions.	Very important	Very important	NA	Moderately important	Very important	Very important	Moderately important	Very important	Moderately important	Very important	Extensive	Extensive	Extensive	Extensive	Some	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	Agree	Neutral	Agree	Neutral	Neutral	Disagree	Strongly disagree	Neutral	Neutral	Strongly agree	Disagree	Disagree	Agree	Agree	Agree	Agree	Disagree	Agree	Neutral	Neutral	Agree	Disagree	4	1	4	3	2	2	3	5	5	5	Male	White	I am a second-year college undergraduate	Yes	B.S Biology Major, Spanish Minor	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Some	Some	Extensive	Extensive	Extensive	Extensive	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Agree	Neutral	Neutral	Disagree	Agree	Neutral	Agree	Disagree	Neutral	Agree	Neutral	Agree	Agree	Disagree	Agree	Disagree	Neutral	Strongly agree	Strongly disagree	Male	White	I am a second-year college undergraduate	Yes	B.S Biology	It is likely
R_1DMghFV3Lq3Ud9j	Spring 2024	Agree	My goal is to go to school for other health professions.	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Extensive	Much	Some	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Agree	Strongly agree	Agree	NA	Strongly disagree	Disagree	Disagree	Disagree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Disagree	Strongly disagree	Agree	Disagree	Strongly agree	Strongly agree	Strongly disagree	5	2	5	5	3	5	5	5	5	5	Female	White	I am a second-year college undergraduate	Yes	Biology	Prefer not to answer	My goal is to go to school for other health professions.	Much	Little	Some	Much	Extensive	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	Much	Very large gain	Very large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly disagree	Agree	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Agree	Agree	Agree	Agree	Agree	Female	White	I am a second-year college undergraduate	Yes	Biology	Definitely yes
R_56aOO0BCEVb1Hc2	Spring 2024	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Much	Some	Much	Much	Much	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Some	Much	Little	Some	Much	Extensive	Much	Much	Extensive	Some	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Neutral	Disagree	Disagree	Neutral	Strongly agree	Agree	Neutral	Agree	Strongly agree	Agree	Disagree	Strongly disagree	Agree	Neutral	Agree	Neutral	Strongly disagree	5	2	5	6	3	3	5	4	2	6	Male	White	I am a first-year college undergraduate.	Yes	niology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Extensive	Much	Much	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Some	Some	Some	Much	Much	Much	Extensive	Much	Large gain	Very large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Moderate gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Agree	Agree	Neutral	Agree	Agree	Disagree	Strongly agree	Agree	Disagree	Neutral	Disagree	Disagree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	biology	Definitely yes
R_5nVDn8rTK6faalp	Spring 2024	Agree	My goal is to go to school for other health professions.	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Very important	Much	Some	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Much	Some	Some	Some	Some	Some	Some	Some	Little	Little	None	Strongly agree	Strongly agree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Neutral	Disagree	4	2	2	4	2	4	3	3	3	5	Female	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	My goal is to go to school for other health professions.	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Little	Small gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Agree	Agree	Agree	Neutral	Agree	Agree	Agree	Neutral	Neutral	Neutral	Disagree	Disagree	Neutral	Agree	Disagree	Neutral	Agree	Neutral	Neutral	Disagree	Disagree	Agree	Neutral	Disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_1VRnbNbScekzU0V	Spring 2024	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Much	Some	Some	Some	Some	None	Little	Some	Much	Much	Some	None	Some	Some	Much	Some	Much	Some	Much	Much	Some	Much	Much	Some	Little	Agree	Disagree	Agree	Disagree	Disagree	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Agree	Neutral	Agree	Agree	Disagree	Strongly disagree	Neutral	Neutral	Agree	Disagree	Strongly disagree	2	2	2	2	5	4	5	2	5	3	Female	Other	I am a first-year college undergraduate.	Yes	Biologu	Prefer not to answer	My goal is to go to school for a medical degree (M.D.).	Much	Little	Much	Much	Much	Much	Some	Some	Extensive	Extensive	Much	Much	Much	Much	Extensive	Extensive	Extensive	Much	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Little	N.A./Prefer not to answer	Some	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Neutral	Agree	Disagree	Disagree	Neutral	Agree	Neutral	Disagree	Strongly disagree	Agree	Neutral	Agree	Agree	Strongly disagree	Female	Other	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_5BbKhxCBi2YTYfE	Spring 2024	Agree	My goal is to go to school for an M.D./Ph.D.	Very important	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Moderately important	Moderately important	Much	Little	None	Much	Much	Much	Some	Some	Much	Extensive	Much	Some	Some	Some	Some	Much	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Agree	Neutral	Agree	Neutral	Neutral	Agree	Neutral	Neutral	Agree	Agree	Agree	Agree	Neutral	Neutral	Agree	Neutral	Neutral	Agree	Neutral	Agree	Agree	Neutral	3	3	2	4	4	4	4	3	5	3	Female	Asian American	I am a first-year college undergraduate.	Yes	Biology	It is likely	My goal is to go to school for a medical degree (M.D.).	Much	Some	Some	Much	Much	Some	Little	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Much	Much	Much	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Agree	Agree	Strongly agree	Neutral	Agree	Neutral	Agree	Neutral	Neutral	Agree	Disagree	Neutral	Neutral	Neutral	Agree	Neutral	Agree	Neutral	Neutral	Neutral	Neutral	Agree	Neutral	Agree	Strongly agree	Disagree	Female	Asian American	I am a first-year college undergraduate.	Yes	Biology (BS), pre-med	Definitely yes
R_6FymTqXIfooJyFP	Spring 2024	Agree	My goal is to go to school for other health professions.	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Moderately important	Not important	Moderately important	Extensive	Extensive	Some	Much	Some	Little	Some	Some	Extensive	Much	Much	Little	Much	Much	Extensive	Some	Extensive	Some	Much	Much	Much	Much	Much	Extensive	Some	Agree	Strongly disagree	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Disagree	Neutral	Disagree	Neutral	Agree	Neutral	Neutral	Neutral	Disagree	Agree	Agree	Disagree	Disagree	Disagree	3	2	5	5	4	4	4	3	4	3	Female	White	I am a second-year college undergraduate	Yes	biology	Definitely yes	My goal is to go to graduate school for a Masters Degree in the life sciences	Little	Little	Little	Little	Little	Little	Little	Little	Little	Little	Little	Some	Little	Some	Little	Little	Little	Little	Little	Little	Little	Little	Little	Little	Little	No gain or very small gain	Small gain	Moderate gain	Small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Moderate gain	No gain or very small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	Neutral	Neutral	Neutral	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Disagree	Female	White	I am a second-year college undergraduate	Yes	Biology	Definitely yes
R_5wi3CsxctgMkuid	Spring 2024	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Very important	Very important	Very important	Moderately important	Very important	Very important	Moderately important	Very important	Moderately important	Moderately important	Much	Much	Some	Much	Some	Little	Much	Much	Much	Some	Little	Little	Some	Little	Some	Some	Little	Little	Much	Some	Some	Some	Some	Some	Little	Agree	Agree	Agree	Neutral	Agree	Agree	Strongly disagree	Disagree	Neutral	Agree	Agree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Strongly agree	Strongly agree	Neutral	Agree	Neutral	5	1	5	6	1	4	3	3	5	3	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	My goal is to go to graduate school for a Masters Degree in the life sciences	None	Some	Extensive	Some	Much	Extensive	Much	Some	Extensive	Extensive	Much	Much	Much	Much	Much	Much	Much	Some	Little	None	None	None	None	None	None	Moderate gain	Large gain	Large gain	Large gain	Small gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Small gain	No gain or very small gain	Small gain	Small gain	Small gain	Moderate gain	Very large gain	Moderate gain	Small gain	Moderate gain	Small gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neutral	Disagree	Agree	Disagree	Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Strongly agree	Agree	Strongly disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_1AQjtAVDzGuoewv	Spring 2024	Agree	My goal is to go to school for an M.D./Ph.D.	Moderately important	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	Little	Some	Some	Some	Much	Much	Much	Much	Some	Some	Some	Some	Some	Little	Some	Some	Much	Some	Much	Little	Some	Some	Little	Neutral	Disagree	Agree	Neutral	Neutral	Neutral	Disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Agree	Agree	Disagree	Disagree	Agree	Neutral	Agree	Neutral	Disagree	3	2	3	4	5	3	4	3	4	4	Male	White	I am a first-year college undergraduate.	Yes	biology	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Some	Some	Much	Much	Some	Much	Much	Some	Little	Some	Some	Much	Much	Little	Extensive	Little	Much	Little	Some	Some	Extensive	Extensive	Some	Some	Extensive	Large gain	Very large gain	N.A./Prefer not to answer	Very large gain	Large gain	Moderate gain	Small gain	No gain or very small gain	Small gain	Moderate gain	Large gain	Very large gain	N.A./Prefer not to answer	Very large gain	Large gain	Moderate gain	Small gain	No gain or very small gain	Small gain	Moderate gain	Large gain	Strongly disagree	Disagree	Neutral	Agree	Strongly disagree	Disagree	Neutral	Agree	Strongly agree	NA	Strongly agree	Agree	Neutral	Disagree	Strongly disagree	Disagree	Neutral	Agree	Strongly agree	NA	Strongly agree	Agree	Neutral	Disagree	Strongly disagree	Disagree	Male	Prefer not to answer	I am a first-year college undergraduate.	Yes	Biology	I am not sure
R_5C17okXkOxQ2xTI	Spring 2024	Agree	My goal does not include graduate education for at least the near future.	Very important	Very important	NA	Moderately important	Not important	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Little	Some	Some	Much	Little	Little	Much	Little	Much	Some	Some	None	Some	Some	Little	Little	Much	Extensive	Some	Some	Extensive	Extensive	Much	Little	Little	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Disagree	Neutral	Neutral	Neutral	Neutral	Agree	Agree	Agree	Agree	Neutral	Disagree	Agree	Neutral	Neutral	Agree	Disagree	2	5	4	2	3	3	4	2	4	3	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	My goal does not include graduate education for at least the near future.	Some	Some	Much	Much	Much	Much	Some	Little	Extensive	Extensive	Much	Much	Much	Much	Much	Much	Much	Some	Little	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Little	None	Little	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Neutral	Agree	Neutral	Neutral	Agree	Neutral	Agree	Agree	Disagree	Disagree	Disagree	Neutral	Neutral	Agree	Neutral	Neutral	Agree	Agree	Neutral	Disagree	Neutral	Neutral	Agree	Neutral	Neutral	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_71YZ6xkDc8gdRwE	Spring 2024	Agree	My goal is to go to school for other health professions.	Not important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Much	Little	Extensive	Much	Some	Extensive	Extensive	Extensive	Extensive	Much	Some	Some	Some	Much	Much	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	None	Agree	Disagree	Neutral	Disagree	Neutral	Neutral	Disagree	Disagree	Neutral	Agree	Agree	Disagree	Neutral	Neutral	Agree	Disagree	Disagree	Agree	Disagree	Neutral	Agree	Strongly disagree	4	2	4	2	3	3	4	4	4	4	Female	White	I am a first-year college undergraduate.	No	none	It is likely	My goal is to go to school for other health professions.	Some	Much	Little	Some	Much	Some	Little	Little	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Some	Some	Little	Much	Some	Some	Small gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Neutral	Neutral	Neutral	Disagree	Agree	Disagree	Agree	Neutral	Neutral	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Neutral	Disagree	Neutral	Neutral	Disagree	Agree	Disagree	Disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	No	I am thinking about majoring in biology or psychology	It is likely
R_1mkCJV9U9IYiSAX	Spring 2024	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Very important	Very important	Very important	Moderately important	Very important	Very important	Not important	Moderately important	Extensive	Much	None	Extensive	Some	Some	Extensive	Little	Much	Extensive	Much	Some	Extensive	Much	Some	Much	Some	Much	Extensive	Some	Much	Extensive	Extensive	Some	Some	Agree	Neutral	Agree	Neutral	Neutral	Neutral	Disagree	Disagree	Disagree	Strongly agree	Disagree	Neutral	Agree	Neutral	Agree	Disagree	Strongly disagree	Agree	Neutral	Disagree	Neutral	Neutral	4	4	5	6	2	5	3	5	4	6	Male	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	My goal is to go to school for a medical degree (M.D.).	Little	Much	Little	Much	Much	Much	Some	Little	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Little	Little	Little	Little	Little	Little	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Neutral	Agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Agree	Agree	Agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer
R_32LhmzvSX6M1IZj	Spring 2024	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Not important	NA	Some	Some	Little	Much	Much	Some	Some	Some	Some	Much	Much	Much	Much	Much	Much	Much	Some	Much	Little	Little	Little	Little	Some	Much	Little	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Neutral	Disagree	Strongly disagree	Disagree	Agree	Neutral	Disagree	Agree	Agree	Agree	Disagree	Strongly disagree	Agree	Disagree	Neutral	Agree	Disagree	2	2	5	5	3	5	4	5	3	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Some	Some	Some	Some	Some	Much	Little	None	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	None	None	None	None	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Neutral	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Female	White	I am a first-year college undergraduate.	Yes	Bachelor of Science	Definitely yes
