ResponseId_pre	Semester_pre	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_3dMKvG4cdMCGo9U	Fall 2021	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Moderately important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Not important	Moderately important	Much	Some	None	Much	None	Little	Some	Some	Some	Some	None	None	Some	Some	None	Little	Little	None	Much	Much	Much	Much	Much	Little	Little	Strongly agree	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Agree	Agree	Disagree	Agree	Disagree	Disagree	Agree	Agree	Neutral	Strongly agree	Disagree	2	4	1	1	5	3	5	4	2	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	It is likely	I now plan to pursue a Master's degree in a science-related field	Extensive	Some	Much	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Much	Extensive	Some	Much	Much	None	None	None	Extensive	Extensive	Some	Moderate gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Strongly agree	Neutral	Disagree	Agree	Disagree	Agree	Neutral	Disagree	Strongly agree	Agree	Disagree	Strongly agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	Biology	It is likely
R_PIEmljJ0jEN1Swh	Fall 2021	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Not important	Very important	Not important	Not important	Very important	Very important	Very important	Very important	NA	NA	Much	Some	None	Some	Much	Some	Some	Little	Some	Much	Much	Some	Some	Some	Some	Some	Some	Some	Much	Much	Much	Much	Much	Much	None	Agree	Neutral	Agree	Disagree	Agree	Agree	Disagree	Disagree	Disagree	Strongly agree	Agree	Agree	Strongly agree	Neutral	Neutral	Agree	Disagree	Strongly agree	Disagree	Disagree	Agree	Strongly disagree	4	1	4	4	2	4	3	4	3	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	I now plan to pursue a Doctoral degree in a science-related field	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Some	Much	Extensive	Extensive	Extensive	None	Extensive	Extensive	Some	Much	Extensive	Extensive	Some	None	None	None	Extensive	Extensive	Some	Moderate gain	Large gain	Large gain	Very large gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Large gain	Moderate gain	Large gain	Large gain	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Neutral	Neutral	Agree	Strongly disagree	Disagree	Agree	Strongly agree	Disagree	Agree	Strongly agree	Agree	Disagree	Neutral	Disagree	Strongly agree	Agree	Neutral	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	BS in Biology	Definitely yes
R_BEdRv64u5x8pM7D	Fall 2021	Agree	My goal is to go to school for other health professions.	NA	Very important	Very important	Very important	Moderately important	Moderately important	Moderately important	Moderately important	Not important	NA	Much	Some	None	Some	None	None	Much	Some	Much	Some	Little	None	Some	Some	Little	Some	Much	Some	Much	Much	Much	Much	Much	Little	None	Agree	Agree	Agree	Neutral	Disagree	Neutral	Disagree	Disagree	Neutral	Agree	Agree	Neutral	Neutral	Neutral	Neutral	Disagree	Disagree	Neutral	Neutral	Neutral	Agree	Disagree	2	4	1	2	3	2	3	3	3	2	Female	White	I am a first-year college undergraduate.	No	N/A	It is likely	I now plan to pursue a Master's degree in a science-related field	N.A./Prefer not to answer	Some	Extensive	Some	Much	Some	Some	Much	Much	Much	Much	Some	Much	Much	Some	Much	Some	Much	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	N.A./Prefer not to answer	Moderate gain	Small gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Small gain	Moderate gain	N.A./Prefer not to answer	Moderate gain	Moderate gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	Moderate gain	Small gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Disagree	Disagree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Neutral	Neutral	Agree	Neutral	Neutral	Neutral	Agree	Neutral	Disagree	Neutral	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer
R_TuzXTo8rQF1yjrX	Fall 2021	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Much	Little	None	Some	None	None	None	Some	Extensive	None	Little	None	Extensive	Extensive	None	Extensive	None	None	None	Much	Much	None	Much	Extensive	None	Strongly agree	Strongly agree	Agree	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Strongly agree	Agree	Neutral	Neutral	Strongly disagree	Agree	Neutral	Agree	Strongly agree	Disagree	4	1	4	4	4	3	3	4	4	4	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	I now plan to pursue a medical degree	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Much	None	None	None	None	Extensive	Extensive	Extensive	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Neutral	Disagree	Strongly agree	Agree	Disagree	Neutral	Strongly disagree	Agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_1GQEciMEVzKgaj3	Fall 2021	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Not important	Moderately important	Some	Little	None	Some	Much	None	Little	Much	Extensive	Much	Some	None	Much	Much	Little	Little	Some	None	Some	Some	Some	Much	Much	None	None	Strongly agree	Agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Strongly disagree	Neutral	Neutral	Agree	Disagree	Neutral	Disagree	Agree	Strongly agree	Disagree	Agree	Strongly disagree	3	3	4	3	2	3	3	4	3	3	Female	White	I am a first-year college undergraduate.	No	bio	It is likely	I now plan to pursue a medical degree	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Much	Little	Extensive	Extensive	Much	Much	Some	Much	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Much	Much	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Moderate gain	Very large gain	Moderate gain	Large gain	Large gain	Very large gain	Moderate gain	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Strongly disagree	Agree	Agree	Neutral	Disagree	Neutral	Strongly disagree	Agree	Strongly agree	Strongly disagree	Strongly agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	I'm a bio major	Definitely yes
R_1JEqAfZMjFO9N2Z	Fall 2021	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Moderately important	Very important	Very important	Very important	Moderately important	Moderately important	Very important	Not important	Very important	Little	Much	Much	Extensive	Some	Some	Much	None	Some	Extensive	None	Little	Extensive	Extensive	Much	Much	Much	Little	Some	None	Little	Much	Little	Extensive	None	Agree	Neutral	Neutral	Neutral	Disagree	Neutral	Disagree	Disagree	Neutral	Agree	Disagree	Disagree	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	Agree	Agree	Disagree	4	3	4	4	2	4	2	3	4	4	Male	White	I am a first-year college undergraduate.	Yes	Biology	It is likely	I now plan to pursue a Doctoral degree in a science-related field	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	None	None	Extensive	Extensive	Much	Moderate gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Neutral	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Neutral	Neutral	Agree	Agree	Disagree	Neutral	Neutral	Agree	Strongly disagree	Agree	Agree	Disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_2DZeyBx9YEMnK95	Fall 2021	Agree	My goal is to go to school for other health professions.	Moderately important	Very important	Very important	Very important	Very important	Not important	Very important	Very important	Very important	Not important	Much	Some	Little	Much	Some	Little	Extensive	Some	Much	Much	Little	Little	Some	Some	Little	Much	Extensive	Little	Extensive	Extensive	Extensive	Some	Much	Extensive	None	Neutral	Agree	Strongly agree	Neutral	Agree	Neutral	Disagree	Disagree	Strongly agree	Strongly agree	Disagree	Disagree	Agree	Disagree	Strongly agree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Strongly disagree	Agree	Strongly disagree	3	2	4	3	1	4	3	4	3	5	Female	White	I am a first-year college undergraduate.	Yes	Biology	It is likely	I now plan to pursue a medical degree	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Some	Some	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Some	None	None	None	Much	Extensive	Extensive	Large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Moderate gain	Moderate gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Moderate gain	Very large gain	Large gain	Large gain	Small gain	Very large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Disagree	Agree	Strongly agree	Agree	Neutral	Strongly agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Agree	Agree	Strongly disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology pre-ped	Definitely yes
R_2bP4fJPMLeXjxbu	Spring 2022	Agree	My goal does not include graduate education for at least the near future.	Not important	Very important	Not important	Moderately important	Very important	Very important	Very important	Very important	Not important	Moderately important	Much	Some	Little	Much	Some	Some	Some	Much	Much	Some	Some	Some	Some	Some	Little	Much	Some	Some	Extensive	Extensive	Much	Much	Some	Some	Little	Agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Disagree	Strongly agree	Disagree	Agree	Strongly agree	Disagree	Agree	Disagree	Disagree	Agree	Agree	Disagree	Agree	Strongly disagree	2	1	5	3	4	3	2	2	4	2	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	I now plan not to pursue post-graduate education	Some	Much	Much	Much	Extensive	Extensive	Some	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Some	Little	Little	Little	Some	Much	Some	No gain or very small gain	Moderate gain	Large gain	Moderate gain	Small gain	Small gain	Small gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Small gain	Large gain	Large gain	Large gain	Large gain	Large gain	N.A./Prefer not to answer	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_1CdQSpFPMUEyA9h	Spring 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Moderately important	Some	Some	Some	Some	Some	Much	Some	Little	Some	Some	Much	Much	Some	Some	Some	Much	Some	Much	None	None	None	Much	Some	Some	Much	Agree	Agree	Agree	Neutral	Disagree	Neutral	Strongly disagree	Disagree	Agree	Agree	Agree	Neutral	Agree	Agree	Neutral	Disagree	Strongly disagree	Strongly agree	Agree	Agree	Agree	Strongly disagree	3	2	4	4	3	3	4	3	4	4	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	I now plan to pursue a Doctoral degree in a science-related field	Extensive	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Much	Much	Some	Some	Some	Extensive	Extensive	Much	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Disagree	Strongly disagree	Agree	Agree	Agree	Strongly agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_6JB0myKu4OjInex	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Some	Some	None	Much	Little	Little	Much	Some	Some	Extensive	None	Little	None	None	Little	Little	Little	Little	Much	Much	Much	Much	Much	Much	None	Agree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Strongly agree	Neutral	Neutral	Agree	Neutral	3	3	1	1	1	1	1	3	3	2	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	I now plan to pursue a medical degree	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_3pm7gyF8iZwskBm	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Moderately important	Extensive	Extensive	Little	Extensive	Some	Much	Extensive	Extensive	Extensive	Extensive	Much	Some	Extensive	Extensive	Extensive	Extensive	Some	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Some	None	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly agree	Strongly disagree	Strongly disagree	Neutral	Neutral	Strongly agree	Strongly disagree	Agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Strongly agree	Disagree	Strongly agree	Disagree	5	2	3	3	3	1	1	5	2	5	Male	White	I am a first-year college undergraduate.	Yes	Biology & Arabic	Definitely yes	I now plan to pursue a Doctoral degree in a science-related field	Little	Little	Extensive	Some	Much	Extensive	Little	Some	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Some	Much	Much	Extensive	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	Little	No gain or very small gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Very large gain	Very large gain	Small gain	Large gain	Very large gain	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Disagree	Strongly agree	Strongly disagree	Strongly disagree	Agree	Disagree	Strongly agree	Strongly disagree	Agree	Strongly agree	Strongly agree	Strongly disagree	Neutral	Strongly disagree	Strongly agree	Strongly agree	Neutral	Neutral	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology, Arabic	Definitely yes
R_1NsMXFmrYm2wiUg	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Much	Some	Some	Much	Much	Some	Extensive	Extensive	Extensive	Extensive	Much	Some	Much	Much	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Much	Extensive	Extensive	Much	Some	Agree	Neutral	Agree	Neutral	Strongly disagree	Disagree	Disagree	Strongly disagree	Neutral	Strongly agree	Agree	Neutral	Agree	Neutral	Neutral	Disagree	Strongly disagree	Agree	Disagree	Agree	Agree	Strongly disagree	3	1	4	3	2	3	2	3	3	4	Female	White	I am a first-year college undergraduate.	No	Biology	Definitely yes	I now plan to pursue a medical degree	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Some	Little	Extensive	Extensive	Little	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Neutral	Neutral	Agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Disagree	Agree	Strongly agree	Disagree	Female	White	I am a first-year college undergraduate.	No	Biology	Definitely yes
R_3s4WVkWGUxeMCPO	Spring 2022	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Moderately important	Very important	NA	NA	Moderately important	Moderately important	Moderately important	Very important	Moderately important	NA	Much	Some	Some	Much	Much	Little	Much	Much	Some	Extensive	Some	Some	Much	Much	Some	Much	Some	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Little	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Agree	Neutral	Disagree	Neutral	Disagree	Disagree	Neutral	Neutral	Neutral	Agree	Disagree	3	2	3	3	3	2	2	3	3	3	Male	White	I am a first-year college undergraduate.	No	I have not declared a major yet, but I am leaning towards Biology	Definitely yes	I now plan not to pursue post-graduate education	Some	Much	Much	Much	Extensive	Much	Some	Some	Some	Some	Extensive	Much	Much	Some	N.A./Prefer not to answer	Much	Much	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Some	Much	Some	Small gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Moderate gain	Very large gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Large gain	Small gain	Moderate gain	Small gain	Agree	Agree	Strongly agree	Agree	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Neutral	Disagree	Neutral	Agree	Disagree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	NA	Agree	Agree	Agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	No	I have not declared a major yet, but I am planning on Biology and Environmental Science	It is likely
R_z2VIgdDvaehxpnP	Spring 2022	Agree	My goal is to go to school for other health professions.	NA	Very important	Very important	Not important	Moderately important	Not important	Moderately important	Moderately important	Moderately important	Moderately important	Some	None	None	Little	Some	Much	Extensive	Some	Much	Much	Some	Some	Some	Much	Some	Some	Little	Little	Much	Much	Much	Much	Much	Much	Little	Agree	Agree	Agree	Agree	Strongly disagree	Neutral	Disagree	Neutral	Disagree	Strongly agree	Neutral	Neutral	Agree	Neutral	Neutral	Strongly disagree	Disagree	Agree	Agree	Neutral	Agree	Strongly disagree	2	4	1	2	3	2	4	2	2	4	Male	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	Not applicable/Prefer not to answer	Some	Much	Much	Much	Extensive	Extensive	Little	Little	Extensive	Much	Much	Some	Extensive	Extensive	None	Much	Much	Some	Little	None	None	None	Much	Extensive	None	Small gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Small gain	Small gain	Small gain	Large gain	Moderate gain	Small gain	Very large gain	Large gain	No gain or very small gain	Large gain	Moderate gain	Moderate gain	No gain or very small gain	Small gain	No gain or very small gain	Agree	Agree	Agree	Neutral	Agree	Disagree	Agree	Agree	Strongly disagree	Strongly agree	Strongly disagree	Disagree	Disagree	Agree	Strongly disagree	Disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly agree	Neutral	Neutral	Agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer
R_3VtMfvzrXPKQSXL	Spring 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Not important	Not important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Not important	Not important	Little	Some	Extensive	Little	Some	Extensive	Much	Little	Some	Some	Some	Much	Much	Much	Much	Much	Much	Extensive	None	None	Some	Some	Little	Some	Some	Agree	Agree	Agree	Disagree	Strongly disagree	Disagree	Disagree	Strongly disagree	Neutral	Strongly agree	Strongly disagree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Strongly agree	Agree	Disagree	Neutral	Disagree	4	2	4	2	2	2	4	4	3	3	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	I now plan to pursue a medical degree	Much	Much	Much	Extensive	Extensive	Extensive	Much	Some	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Some	Much	Much	Much	Little	None	None	None	Some	Much	Much	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Small gain	Moderate gain	Moderate gain	Large gain	Small gain	Large gain	Small gain	Moderate gain	Small gain	Large gain	Large gain	Agree	Strongly agree	Strongly agree	Neutral	Agree	Agree	Strongly agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Disagree	Neutral	Agree	Agree	Disagree	Agree	Disagree	Strongly agree	Neutral	Disagree	Neutral	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer
R_1jUQVKDuQrDowAT	Spring 2022	Agree	My goal is to go to school for an M.D./Ph.D.	Moderately important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Much	Much	Little	Much	Some	Little	Extensive	Much	Extensive	Extensive	Much	Little	Much	Much	Some	Little	Little	Much	Extensive	Extensive	Much	Extensive	Extensive	Much	Some	Strongly agree	Neutral	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Disagree	3	2	4	4	2	3	2	3	4	4	Female	White	I am a first-year college undergraduate.	No	Biology	Definitely yes	I now plan to pursue a Doctoral degree in a science-related field	Some	Little	Little	Much	Much	Little	Little	Much	Much	Much	Much	Much	Much	Much	Little	Much	Some	Some	Much	Much	Much	Much	Extensive	Much	Much	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Small gain	Small gain	No gain or very small gain	No gain or very small gain	Small gain	Small gain	Small gain	Small gain	Neutral	Agree	Agree	Agree	Strongly agree	Disagree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Disagree	Disagree	Strongly agree	Disagree	Disagree	Disagree	Strongly disagree	Strongly agree	Agree	Agree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biochemistry	Definitely yes
