ResponseId_pre	Semester	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_1g6e8efOmsLG10Z	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Some	Some	Some	Much	Much	Extensive	Extensive	Extensive	Extensive	Much	Much	None	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Agree	Strongly disagree	Neutral	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Neutral	Agree	Strongly disagree	4	4	5	4	1	2	6	6	4	6	Female	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	My goal is to go to school for a medical degree (M.D.).	Little	Extensive	Much	Extensive	Much	Some	Much	Much	Much	Much	Extensive	Much	Extensive	Extensive	Much	Extensive	Some	Extensive	Extensive	Some	Little	Little	Extensive	Extensive	Little	Moderate gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Strongly agree	Neutral	Neutral	Strongly disagree	Disagree	Neutral	Agree	Strongly disagree	Disagree	Strongly agree	Agree	Agree	Disagree	Strongly disagree	Agree	Agree	Agree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology/premed track	Definitely yes
R_2VHF1jQDcBBC7fi	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Little	Little	Little	Some	Little	Some	Much	Some	Much	Much	Some	Little	Some	Some	Some	Little	Some	Little	Much	Much	Some	Extensive	Some	Little	Little	Agree	Neutral	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Neutral	Disagree	4	2	5	5	3	4	2	3	4	4	Male	White	I am a first-year college undergraduate.	Yes	Biology(Pre-Med)	Prefer not to answer	My goal is to go to school for a medical degree (M.D.).	Much	Little	Some	Much	Some	Much	Some	Some	Much	Much	Much	Some	Much	Some	Some	Some	Much	Some	Little	None	None	None	Much	Much	Some	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Strongly agree	Strongly agree	Agree	Agree	Agree	Neutral	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Neutral	Disagree	Neutral	Neutral	Disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer
R_2V46U8Rm4oel50g	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Not important	Moderately important	Little	Little	None	Some	Little	Little	Much	Little	Much	Much	Little	Little	Much	Much	Some	Some	Some	Little	Some	Much	Much	Much	Much	Much	None	Agree	Neutral	Agree	Disagree	Disagree	Neutral	Disagree	Disagree	Neutral	Agree	Neutral	Agree	Agree	Agree	Neutral	Neutral	Disagree	Agree	Agree	Agree	Agree	Disagree	5	2	5	5	2	5	2	4	3	5	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for other health professions.	Little	Much	Much	Much	Much	Much	Some	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	None	None	None	Much	Much	Some	Small gain	Large gain	Large gain	Large gain	Large gain	Small gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Small gain	Large gain	Moderate gain	Small gain	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Disagree	Disagree	Strongly disagree	Agree	Neutral	Agree	Disagree	Agree	Strongly agree	Neutral	Neutral	Strongly disagree	Neutral	Disagree	Disagree	Neutral	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_2uWYHMAid5scpSe	Fall 2022	Agree	My goal is to go to school for an M.D./Ph.D.	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Much	Little	Little	Much	Some	Some	Much	Much	Much	Much	Some	Little	Little	Some	Little	Some	Some	Some	Extensive	Extensive	Much	Much	Much	Extensive	Much	Disagree	Disagree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Disagree	Agree	Strongly disagree	3	1	3	5	2	3	2	6	5	5	Female	White	I am a first-year college undergraduate.	Yes	Biology on the pre-health track.	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Much	Much	Much	Much	Much	Much	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Some	None	None	None	Extensive	Extensive	Extensive	Small gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Strongly agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Strongly agree	Strongly agree	Disagree	Disagree	Disagree	Strongly agree	Disagree	Agree	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology Pre-Med	Prefer not to answer
R_1rf4NoFsgjRt3CB	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Very important	Moderately important	Very important	Much	Little	Little	Much	Some	Extensive	Much	Much	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Some	Little	Some	Much	Much	Much	Some	Agree	Agree	Agree	Disagree	Disagree	Neutral	Strongly disagree	Disagree	Agree	Agree	Disagree	Agree	Strongly agree	Neutral	Neutral	Disagree	Disagree	Agree	Agree	Neutral	Agree	Disagree	3	2	2	4	2	5	2	4	4	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Much	Much	Some	Much	Some	Little	None	Much	Much	Much	Much	Some	Extensive	Much	Some	Some	Some	Some	Much	Much	Much	Much	Much	Much	Some	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Very large gain	Large gain	Moderate gain	Large gain	Large gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Neutral	Agree	Agree	Neutral	Agree	Disagree	Agree	Neutral	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Agree	Agree	Disagree	Agree	Neutral	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_2YhSXf2txoC3ysK	Fall 2022	Agree	My goal is to go to school for other health professions.	Very important	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Much	Some	None	Some	None	None	Much	Little	Some	Some	Some	Little	Some	Some	Little	Some	Little	Little	Much	Much	Much	Much	Some	Little	Little	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Agree	Agree	Strongly agree	Neutral	Disagree	Strongly disagree	Agree	Neutral	Neutral	Agree	Disagree	5	1	2	5	2	6	4	5	4	5	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for other health professions.	Some	Much	Much	Much	Much	Some	Some	Some	Much	Much	Much	Much	Much	Much	Some	Some	Some	Much	Some	Some	Some	Little	Some	Some	Much	No gain or very small gain	Large gain	Very large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	N.A./Prefer not to answer	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Disagree	Neutral	Disagree	Agree	Agree	Neutral	Neutral	Agree	Strongly disagree	Disagree	Neutral	Disagree	Disagree	Agree	Agree	Agree	Agree	Strongly agree	Neutral	Neutral	Strongly disagree	Strongly agree	Agree	Neutral	Agree	Disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_pQ9vAxxTBfeiqsx	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Not important	Not important	Some	Some	Little	Some	Little	Little	Some	Little	Some	Some	Much	Some	Much	Much	Much	Some	Some	Little	Much	Much	Much	Much	Much	Much	Much	Agree	Neutral	Agree	Neutral	Neutral	Agree	Disagree	Disagree	Disagree	Agree	Agree	Neutral	Strongly agree	Disagree	Neutral	Disagree	Disagree	Strongly agree	Agree	Disagree	Agree	Disagree	3	2	5	4	2	5	3	3	5	5	Male	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Some	Some	Some	Extensive	Some	Little	Some	Little	Extensive	Extensive	Extensive	None	Some	Some	Little	Some	Little	Little	Little	None	None	None	Much	Extensive	Little	No gain or very small gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Large gain	Large gain	Small gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Neutral	Agree	Agree	Agree	Agree	Neutral	Agree	Neutral	Neutral	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Agree	Neutral	Strongly agree	Disagree	Disagree	Disagree	Disagree	Agree	Neutral	Neutral	Neutral	Strongly disagree	Male	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_10VkK8uu7TgOtBe	Fall 2022	Agree	My goal is to go to school for an M.D./Ph.D.	Not important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Not important	Not important	Much	Some	Some	Some	Some	Some	Some	Much	Much	Some	Little	None	Extensive	Much	Some	Some	Some	Little	Extensive	Much	Much	Much	Much	Extensive	Little	Strongly agree	Agree	Agree	Agree	Agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Agree	Strongly agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Strongly disagree	4	6	4	6	4	5	5	4	5	4	Male	Prefer not to answer	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Little	None	Much	Some	Some	Some	Little	None	Some	Much	Much	Much	None	Some	Some	Some	Much	Some	Some	None	None	None	Some	Extensive	Some	No gain or very small gain	Small gain	Moderate gain	Very large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Small gain	Large gain	Moderate gain	Moderate gain	Moderate gain	No gain or very small gain	No gain or very small gain	Neutral	Neutral	Neutral	Agree	Agree	Agree	Agree	Neutral	Agree	Agree	Disagree	Strongly disagree	Neutral	Agree	Disagree	Agree	Agree	Neutral	Disagree	Neutral	Disagree	Agree	Neutral	Strongly agree	Neutral	Strongly disagree	Male	Prefer not to answer	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_25zR45cPjQb6ohX	Fall 2022	Agree	My goal is to go to school for an M.D./Ph.D.	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Some	Some	Some	Much	Little	Little	Extensive	Much	Much	Much	Some	Some	Much	Much	Some	Much	Some	Some	Some	Extensive	Some	Extensive	Some	Some	Little	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Agree	Agree	Agree	Disagree	Disagree	Agree	Agree	Disagree	Agree	Disagree	5	5	5	5	2	2	3	5	5	1	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Much	Some	Much	Much	Much	Much	Little	Much	Extensive	Extensive	Extensive	Extensive	Much	Some	Some	Much	Some	Little	Little	Little	Little	Some	Extensive	Much	Small gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Small gain	Small gain	Small gain	Large gain	Moderate gain	Large gain	Small gain	Neutral	Agree	Neutral	Neutral	Agree	Disagree	Agree	Neutral	Neutral	Disagree	Strongly disagree	Disagree	Disagree	Strongly agree	Agree	Disagree	Neutral	Agree	Agree	Disagree	Strongly disagree	Neutral	Agree	Disagree	Agree	Disagree	Male	White	I am a first-year college undergraduate.	No	None	It is likely
R_2WJ7dWxb0R0z8Va	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Very important	Very important	Very important	Very important	Moderately important	Very important	Very important	Moderately important	Moderately important	Little	Some	None	Some	None	Little	Little	None	Much	Some	Little	Little	Some	Some	Little	Little	Little	Little	Some	Little	Little	Some	Some	Some	None	Agree	Neutral	Agree	Disagree	Neutral	Agree	Disagree	Disagree	Neutral	Strongly agree	Neutral	Neutral	Agree	Disagree	Neutral	Disagree	Disagree	Neutral	Neutral	Strongly disagree	Agree	Disagree	4	2	4	5	4	5	3	3	5	4	Male	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	My goal is to go to school for a medical degree (M.D.).	Some	Much	Much	Much	Much	Extensive	Some	Some	Much	Much	Some	Much	Little	Little	Little	Some	Little	Little	Little	Little	Little	Little	Some	Some	Some	Small gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Agree	Strongly agree	Agree	Agree	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Disagree	Disagree	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Disagree	Neutral	Agree	Neutral	Strongly disagree	Agree	Disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	It is likely
R_OeQWb8DXrvG412x	Fall 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Not important	Very important	Little	Little	None	Some	Some	Much	Much	Extensive	Extensive	Extensive	Little	Some	Some	Some	Much	Much	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	Agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Disagree	Disagree	Neutral	Strongly agree	Agree	Agree	Disagree	Disagree	Neutral	Disagree	Disagree	Agree	Agree	Neutral	Agree	Neutral	2	4	6	2	2	4	2	6	6	5	Female	Black or African American	I am a first-year college undergraduate.	Yes	Public Health and Diplomacy	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Much	Little	Some	Some	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Little	Much	None	Extensive	Extensive	Extensive	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Agree	Disagree	Disagree	Disagree	Strongly agree	Agree	Strongly agree	Strongly agree	Disagree	Neutral	Disagree	Disagree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Female	Black or African American	I am a first-year college undergraduate.	No	NA	It is likely
R_3nDkQtrhEu78Ltm	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Much	Some	Little	Much	Much	Some	Much	Much	Much	Much	Some	Some	Much	Much	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Little	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	4	2	2	2	2	2	2	2	5	3	Male	White	I am a first-year college undergraduate.	Yes	Biology	It is likely	My goal is to go to a type of graduate education not mentioned above, such as law school.	Much	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Some	Some	Some	Much	Some	Some	Little	Some	Extensive	Some	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Agree	Agree	Neutral	Agree	Agree	Neutral	Agree	Agree	Disagree	Neutral	Disagree	Disagree	Neutral	Agree	Agree	Agree	Agree	Neutral	Neutral	Disagree	Neutral	Neutral	Neutral	Neutral	Agree	Disagree	Male	White	I am a first-year college undergraduate.	No	n/a	I am not sure
R_1LI6jqBagNCp9ae	Spring 2023	Agree	My goal is to go to school for other health professions.	Moderately important	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Little	Little	Little	Some	Some	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Some	Much	Much	Much	Much	Much	Little	None	Neutral	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Disagree	Agree	Agree	Agree	Neutral	Neutral	Strongly disagree	Agree	Disagree	Agree	Agree	Strongly disagree	4	1	3	4	2	4	5	5	5	5	Female	Filipino	I am a first-year college undergraduate.	Yes	Animal Behavior	It is likely	My goal is to go to a type of graduate education not mentioned above, such as law school.	Extensive	Some	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Some	Much	Extensive	Extensive	Much	Small gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Disagree	Agree	Neutral	Neutral	Disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Disagree	Agree	Agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Strongly agree	Neutral	Strongly disagree	Female	Filipino	I am a first-year college undergraduate.	No	Statistics Major	Definitely yes
R_1QnHnJC6SObuNx2	Spring 2023	Agree	My goal is to go to school for other health professions.	Moderately important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Much	Much	Some	Much	Some	Little	Extensive	Some	Some	Some	Extensive	None	Much	Much	Much	Little	Little	Little	Extensive	Extensive	Extensive	Extensive	Extensive	Some	None	Agree	Disagree	Agree	Disagree	Strongly disagree	Agree	Disagree	Strongly disagree	Strongly disagree	Agree	Disagree	Disagree	Strongly agree	Disagree	Neutral	Disagree	Strongly disagree	Agree	Disagree	Strongly disagree	Disagree	Strongly disagree	5	2	5	5	2	5	2	5	6	5	Female	Two or more races	I am a first-year college undergraduate.	No	Biology and Environmental Science	Definitely yes	My goal is to go to school for other health professions.	None	Little	Much	Little	Extensive	Extensive	Little	None	Extensive	Much	Much	Some	Extensive	Extensive	Much	Much	Much	Some	Little	None	None	Little	Some	Much	Little	Small gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Very large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Agree	Agree	Neutral	Agree	Agree	Disagree	Agree	Strongly disagree	Disagree	Agree	Disagree	Disagree	Neutral	Agree	Disagree	Agree	Strongly agree	Disagree	Neutral	Disagree	Strongly disagree	Agree	Agree	Neutral	Disagree	Strongly disagree	Female	Two or more races	I am a first-year college undergraduate.	Yes	Biology and Environmental Science	Definitely yes
R_1cTIurPSK75fMaU	Spring 2023	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Not important	Very important	Very important	Very important	Very important	Very important	Very important	NA	Not important	Moderately important	Much	Some	None	Little	None	Extensive	Much	Much	Much	Much	Some	Little	Some	Little	Little	None	None	None	Much	Some	Some	Little	Some	Some	None	Neutral	Neutral	Neutral	Agree	Neutral	Neutral	Disagree	Agree	Agree	Neutral	Neutral	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Agree	Agree	Disagree	Agree	Disagree	4	4	3	3	4	3	4	3	3	3	Female	Asian American	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	Not applicable/Prefer not to answer.	Extensive	Extensive	Extensive	Much	Much	Much	Much	Some	Extensive	Extensive	Much	Much	Much	Much	Extensive	Extensive	Extensive	Much	Much	None	None	None	Some	Much	Much	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	No gain or very small gain	Strongly agree	Agree	Agree	Strongly agree	Agree	Agree	Neutral	Neutral	Agree	Disagree	Disagree	Neutral	Agree	Agree	Neutral	Agree	Agree	Agree	Disagree	Agree	Disagree	Agree	Agree	Disagree	Neutral	Strongly disagree	Female	Asian American	I am a first-year college undergraduate.	Yes	Animal behavior	Definitely yes
R_3dScQUuKvA8a1r8	Spring 2023	Agree	My goal is to go to graduate school for a Masters or a Ph.D. degree in a social science (including psychology, sociology, anthropology, economics, and political science).	Moderately important	Very important	Very important	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Not important	Moderately important	Extensive	Much	Much	Extensive	Some	Little	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Some	Strongly agree	Neutral	Agree	Disagree	Neutral	Agree	Strongly disagree	Disagree	Agree	Strongly agree	Disagree	Agree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly agree	Agree	Disagree	Agree	Strongly disagree	3	2	3	4	1	4	3	6	5	5	Female	White	I am a first-year college undergraduate.	No	A concentration in biology and psychology	Definitely yes	My goal is to go to graduate school for a Masters or a Ph.D. degree in a social science (including psychology, sociology, anthropology, economics, and political science).	Some	Some	Extensive	Much	Extensive	Extensive	Little	Some	Extensive	Much	Extensive	Much	Extensive	Extensive	Much	Much	Some	Some	Much	Little	Little	None	Much	Much	Little	Small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Very large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Agree	Strongly disagree	Disagree	Agree	Agree	Neutral	Neutral	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Agree	Strongly disagree	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
